Number,FileName,Value,Digits,Length,Width,Height,Box
28513,28513.png,13,"[1, 3]",2,68,68,"[-1, 21, 23, 59]"
28514,28514.png,40,"[4, 0]",2,92,42,"[29, 4, 63, 39]"
28515,28515.png,22,"[2, 2]",2,102,44,"[37, 7, 66, 38]"
28516,28516.png,20,"[2, 0]",2,40,14,"[12, 1, 28, 14]"
28517,28517.png,90,"[9, 0]",2,91,47,"[33, 4, 61, 43]"
28518,28518.png,11,"[1, 1]",2,73,35,"[25, 5, 46, 33]"
28519,28519.png,67,"[6, 7]",2,154,73,"[56, 6, 94, 64]"
28520,28520.png,328,"[3, 2, 8]",3,100,50,"[36, 10, 64, 43]"
28521,28521.png,60,"[6, 0]",2,375,161,"[118, 25, 259, 129]"
28522,28522.png,12,"[1, 2]",2,153,73,"[58, 5, 96, 67]"
28523,28523.png,94,"[9, 4]",2,149,63,"[57, 15, 86, 47]"
28524,28524.png,42,"[4, 2]",2,85,42,"[32, 6, 51, 37]"
28525,28525.png,52,"[5, 2]",2,91,41,"[30, 2, 57, 36]"
28526,28526.png,9,[9],1,114,65,"[46, 11, 68, 58]"
28527,28527.png,63,"[6, 3]",2,96,41,"[25, 1, 72, 39]"
28528,28528.png,15,"[1, 5]",2,74,34,"[25, 3, 50, 31]"
28529,28529.png,1,[1],1,105,59,"[41, 6, 63, 53]"
28530,28530.png,27,"[2, 7]",2,89,49,"[36, 7, 53, 41]"
28531,28531.png,31,"[3, 1]",2,165,83,"[64, 31, 95, 68]"
28532,28532.png,11,"[1, 1]",2,99,48,"[36, 6, 57, 42]"
28533,28533.png,4,[4],1,263,139,"[93, 20, 165, 116]"
28534,28534.png,19,"[1, 9]",2,98,47,"[35, 12, 62, 40]"
28535,28535.png,31,"[3, 1]",2,122,58,"[52, 17, 69, 38]"
28536,28536.png,261,"[2, 6, 1]",3,218,106,"[72, 13, 145, 90]"
28537,28537.png,228,"[2, 2, 8]",3,264,135,"[102, 65, 165, 110]"
28538,28538.png,145,"[1, 4, 5]",3,157,69,"[57, 12, 100, 56]"
28539,28539.png,16,"[1, 6]",2,88,41,"[29, 4, 56, 36]"
28540,28540.png,291,"[2, 9, 1]",3,186,54,"[89, 14, 120, 41]"
28541,28541.png,19,"[1, 9]",2,98,46,"[33, 2, 64, 44]"
28542,28542.png,43,"[4, 3]",2,69,34,"[26, 1, 45, 31]"
28543,28543.png,64,"[6, 4]",2,139,67,"[47, 5, 93, 62]"
28544,28544.png,1,[1],1,71,39,"[29, 5, 43, 33]"
28545,28545.png,216,"[2, 1, 6]",3,60,26,"[21, 6, 39, 22]"
28546,28546.png,4,[4],1,55,24,"[21, 3, 34, 18]"
28547,28547.png,202,"[2, 0, 2]",3,147,62,"[47, 7, 100, 52]"
28548,28548.png,380,"[3, 8, 0]",3,257,104,"[92, 26, 145, 67]"
28549,28549.png,23,"[2, 3]",2,51,21,"[15, 1, 36, 19]"
28550,28550.png,17,"[1, 7]",2,93,42,"[31, 5, 57, 32]"
28551,28551.png,251,"[2, 5, 1]",3,201,75,"[67, 16, 134, 60]"
28552,28552.png,65,"[6, 5]",2,98,40,"[34, 5, 67, 32]"
28553,28553.png,286,"[2, 8, 6]",3,230,100,"[109, 28, 147, 68]"
28554,28554.png,2747,"[2, 7, 4, 7]",4,65,21,"[12, 2, 51, 19]"
28555,28555.png,236,"[2, 3, 6]",3,139,56,"[52, 12, 88, 41]"
28556,28556.png,30,"[3, 0]",2,102,47,"[37, 10, 63, 35]"
28557,28557.png,3,[3],1,70,38,"[29, 6, 40, 32]"
28558,28558.png,151,"[1, 5, 1]",3,182,77,"[62, 13, 116, 58]"
28559,28559.png,356,"[3, 5, 6]",3,205,79,"[80, 22, 118, 51]"
28560,28560.png,3,[3],1,70,32,"[25, 4, 36, 29]"
28561,28561.png,19,"[1, 9]",2,125,61,"[42, 7, 84, 52]"
28562,28562.png,130,"[1, 3, 0]",3,83,40,"[27, 4, 53, 33]"
28563,28563.png,41,"[4, 1]",2,217,99,"[83, 20, 135, 83]"
28564,28564.png,68,"[6, 8]",2,92,38,"[32, 8, 61, 29]"
28565,28565.png,72,"[7, 2]",2,54,21,"[16, 1, 38, 21]"
28566,28566.png,27,"[2, 7]",2,105,40,"[42, 7, 68, 38]"
28567,28567.png,280,"[2, 8, 0]",3,103,40,"[25, 1, 76, 39]"
28568,28568.png,10,"[1, 0]",2,111,53,"[44, 9, 68, 36]"
28569,28569.png,6,[6],1,184,107,"[71, 3, 114, 97]"
28570,28570.png,2649,"[2, 6, 4, 9]",4,59,20,"[13, 1, 46, 19]"
28571,28571.png,168,"[1, 6, 8]",3,48,21,"[15, 1, 34, 19]"
28572,28572.png,56,"[5, 6]",2,81,37,"[26, 3, 56, 34]"
28573,28573.png,87,"[8, 7]",2,120,59,"[42, 17, 70, 49]"
28574,28574.png,14,"[1, 4]",2,135,66,"[57, 18, 80, 46]"
28575,28575.png,144,"[1, 4, 4]",3,159,80,"[65, 17, 102, 65]"
28576,28576.png,35,"[3, 5]",2,103,51,"[37, 5, 66, 47]"
28577,28577.png,396,"[3, 9, 6]",3,204,74,"[51, 1, 154, 70]"
28578,28578.png,13,"[1, 3]",2,84,35,"[24, 1, 58, 34]"
28579,28579.png,1,[1],1,111,63,"[47, 8, 62, 52]"
28580,28580.png,6,[6],1,82,41,"[35, 4, 48, 34]"
28581,28581.png,24,"[2, 4]",2,76,28,"[21, 1, 54, 27]"
28582,28582.png,266,"[2, 6, 6]",3,103,45,"[35, 3, 60, 38]"
28583,28583.png,466,"[4, 6, 6]",3,159,63,"[61, 12, 111, 49]"
28584,28584.png,326,"[3, 2, 6]",3,75,28,"[21, 1, 56, 26]"
28585,28585.png,46,"[4, 6]",2,136,68,"[49, 3, 96, 62]"
28586,28586.png,2,[2],1,146,62,"[70, 19, 90, 46]"
28587,28587.png,67,"[6, 7]",2,61,27,"[22, 1, 38, 22]"
28588,28588.png,2,[2],1,48,21,"[21, 4, 30, 18]"
28589,28589.png,50,"[5, 0]",2,135,55,"[48, 12, 89, 48]"
28590,28590.png,143,"[1, 4, 3]",3,136,50,"[55, 12, 83, 40]"
28591,28591.png,10,"[1, 0]",2,82,35,"[33, 8, 47, 26]"
28592,28592.png,25,"[2, 5]",2,156,75,"[54, 10, 105, 66]"
28593,28593.png,141,"[1, 4, 1]",3,118,62,"[47, 14, 70, 34]"
28594,28594.png,258,"[2, 5, 8]",3,84,32,"[23, 2, 61, 29]"
28595,28595.png,221,"[2, 2, 1]",3,97,41,"[34, 7, 64, 34]"
28596,28596.png,39,"[3, 9]",2,124,59,"[44, 5, 83, 56]"
28597,28597.png,48,"[4, 8]",2,167,73,"[46, 1, 115, 72]"
28598,28598.png,22,"[2, 2]",2,145,73,"[51, 7, 94, 66]"
28599,28599.png,353,"[3, 5, 3]",3,296,126,"[94, 28, 200, 97]"
28600,28600.png,141,"[1, 4, 1]",3,74,32,"[27, 5, 48, 21]"
28601,28601.png,358,"[3, 5, 8]",3,117,51,"[42, 7, 77, 44]"
28602,28602.png,4,[4],1,98,53,"[36, 3, 61, 47]"
28603,28603.png,22,"[2, 2]",2,167,72,"[53, 14, 115, 58]"
28604,28604.png,113,"[1, 1, 3]",3,108,59,"[38, 6, 71, 53]"
28605,28605.png,34,"[3, 4]",2,77,33,"[26, 5, 50, 29]"
28606,28606.png,46,"[4, 6]",2,129,56,"[39, 5, 87, 51]"
28607,28607.png,3,[3],1,85,45,"[34, 6, 52, 37]"
28608,28608.png,73,"[7, 3]",2,282,130,"[93, 12, 198, 112]"
28609,28609.png,98,"[9, 8]",2,136,56,"[50, 16, 76, 43]"
28610,28610.png,141,"[1, 4, 1]",3,217,104,"[83, 17, 135, 83]"
28611,28611.png,378,"[3, 7, 8]",3,284,113,"[101, 21, 186, 93]"
28612,28612.png,251,"[2, 5, 1]",3,45,20,"[15, 0, 33, 17]"
28613,28613.png,24,"[2, 4]",2,142,65,"[52, 12, 89, 50]"
28614,28614.png,28,"[2, 8]",2,75,28,"[22, 3, 54, 27]"
28615,28615.png,43,"[4, 3]",2,164,77,"[58, 8, 104, 60]"
28616,28616.png,352,"[3, 5, 2]",3,195,77,"[58, 11, 136, 62]"
28617,28617.png,173,"[1, 7, 3]",3,71,28,"[18, 1, 52, 26]"
28618,28618.png,56,"[5, 6]",2,121,54,"[35, 1, 83, 55]"
28619,28619.png,5,[5],1,108,60,"[44, 12, 60, 46]"
28620,28620.png,3203,"[3, 2, 0, 3]",4,137,49,"[30, 5, 103, 45]"
28621,28621.png,611,"[6, 1, 1]",3,166,71,"[58, 16, 108, 58]"
28622,28622.png,30,"[3, 0]",2,48,23,"[19, 4, 30, 20]"
28623,28623.png,116,"[1, 1, 6]",3,241,107,"[83, 18, 151, 90]"
28624,28624.png,34,"[3, 4]",2,65,26,"[18, 1, 45, 25]"
28625,28625.png,17,"[1, 7]",2,194,96,"[78, 15, 123, 81]"
28626,28626.png,62,"[6, 2]",2,63,27,"[20, 1, 46, 24]"
28627,28627.png,9,[9],1,77,40,"[31, 7, 48, 33]"
28628,28628.png,23,"[2, 3]",2,111,55,"[37, 4, 75, 50]"
28629,28629.png,159,"[1, 5, 9]",3,221,133,"[95, 14, 153, 118]"
28630,28630.png,610,"[6, 1, 0]",3,225,100,"[90, 21, 154, 81]"
28631,28631.png,450,"[4, 5, 0]",3,97,42,"[32, 10, 60, 32]"
28632,28632.png,37,"[3, 7]",2,102,48,"[38, 7, 66, 40]"
28633,28633.png,132,"[1, 3, 2]",3,46,27,"[6, 3, 26, 23]"
28634,28634.png,102,"[1, 0, 2]",3,63,29,"[22, 8, 40, 26]"
28635,28635.png,64,"[6, 4]",2,119,48,"[35, 8, 74, 37]"
28636,28636.png,105,"[1, 0, 5]",3,336,173,"[166, 78, 210, 111]"
28637,28637.png,41,"[4, 1]",2,152,68,"[60, 14, 92, 53]"
28638,28638.png,289,"[2, 8, 9]",3,98,41,"[28, 3, 67, 36]"
28639,28639.png,57,"[5, 7]",2,53,27,"[20, 5, 35, 26]"
28640,28640.png,36,"[3, 6]",2,91,40,"[33, 11, 53, 28]"
28641,28641.png,1581,"[1, 5, 8, 1]",4,405,217,"[96, 84, 160, 142]"
28642,28642.png,777,"[7, 7, 7]",3,203,78,"[54, 8, 147, 68]"
28643,28643.png,3,[3],1,142,77,"[53, 10, 89, 70]"
28644,28644.png,305,"[3, 0, 5]",3,313,152,"[107, 68, 160, 122]"
28645,28645.png,159,"[1, 5, 9]",3,64,23,"[18, 3, 48, 20]"
28646,28646.png,35,"[3, 5]",2,197,89,"[66, 7, 134, 76]"
28647,28647.png,29,"[2, 9]",2,100,47,"[41, 13, 58, 33]"
28648,28648.png,10,"[1, 0]",2,50,26,"[18, 3, 32, 25]"
28649,28649.png,7,[7],1,67,35,"[27, 6, 39, 32]"
28650,28650.png,13,"[1, 3]",2,44,18,"[15, 2, 29, 15]"
28651,28651.png,951,"[9, 5, 1]",3,176,65,"[62, 12, 123, 49]"
28652,28652.png,1399,"[1, 3, 9, 9]",4,264,99,"[84, 20, 180, 75]"
28653,28653.png,17,"[1, 7]",2,65,32,"[25, 1, 44, 30]"
28654,28654.png,79,"[7, 9]",2,113,50,"[33, 5, 78, 45]"
28655,28655.png,37,"[3, 7]",2,100,54,"[40, 7, 58, 45]"
28656,28656.png,20,"[2, 0]",2,63,29,"[25, 6, 39, 23]"
28657,28657.png,118,"[1, 1, 8]",3,110,42,"[33, 7, 76, 33]"
28658,28658.png,76,"[7, 6]",2,71,31,"[25, 6, 46, 21]"
28659,28659.png,123,"[1, 2, 3]",3,94,35,"[27, 4, 64, 28]"
28660,28660.png,66,"[6, 6]",2,159,68,"[58, 12, 105, 56]"
28661,28661.png,87,"[8, 7]",2,85,35,"[29, 2, 51, 32]"
28662,28662.png,2,[2],1,64,33,"[24, 2, 41, 30]"
28663,28663.png,13,"[1, 3]",2,86,41,"[31, 2, 57, 36]"
28664,28664.png,4,[4],1,110,56,"[45, 9, 65, 46]"
28665,28665.png,42,"[4, 2]",2,127,62,"[45, 7, 84, 56]"
28666,28666.png,84,"[8, 4]",2,197,77,"[58, 4, 152, 69]"
28667,28667.png,49,"[4, 9]",2,66,32,"[24, 2, 43, 25]"
28668,28668.png,38,"[3, 8]",2,153,73,"[54, 11, 101, 66]"
28669,28669.png,7,[7],1,67,34,"[23, 1, 41, 34]"
28670,28670.png,72,"[7, 2]",2,100,50,"[39, 8, 57, 42]"
28671,28671.png,152,"[1, 5, 2]",3,83,34,"[25, 3, 58, 26]"
28672,28672.png,2,[2],1,108,49,"[43, 5, 63, 41]"
28673,28673.png,659,"[6, 5, 9]",3,140,77,"[52, 1, 108, 63]"
28674,28674.png,7,[7],1,96,46,"[47, 8, 62, 36]"
28675,28675.png,21,"[2, 1]",2,70,33,"[26, 10, 45, 27]"
28676,28676.png,82,"[8, 2]",2,63,26,"[18, 1, 43, 26]"
28677,28677.png,112,"[1, 1, 2]",3,133,62,"[57, 18, 85, 43]"
28678,28678.png,57,"[5, 7]",2,154,77,"[60, 12, 94, 62]"
28679,28679.png,61,"[6, 1]",2,97,46,"[35, 2, 63, 40]"
28680,28680.png,72,"[7, 2]",2,224,99,"[93, 27, 130, 62]"
28681,28681.png,13,"[1, 3]",2,121,56,"[37, 3, 80, 52]"
28682,28682.png,297,"[2, 9, 7]",3,130,50,"[41, 9, 89, 39]"
28683,28683.png,20,"[2, 0]",2,68,27,"[22, 2, 43, 21]"
28684,28684.png,115,"[1, 1, 5]",3,111,42,"[40, 1, 73, 42]"
28685,28685.png,87,"[8, 7]",2,89,40,"[29, 5, 58, 34]"
28686,28686.png,80,"[8, 0]",2,218,84,"[88, 11, 126, 75]"
28687,28687.png,49,"[4, 9]",2,89,45,"[31, 4, 54, 39]"
28688,28688.png,586,"[5, 8, 6]",3,58,25,"[17, 1, 41, 22]"
28689,28689.png,55,"[5, 5]",2,92,44,"[33, 7, 61, 34]"
28690,28690.png,2,[2],1,82,43,"[34, 8, 58, 43]"
28691,28691.png,71,"[7, 1]",2,68,28,"[22, 1, 44, 25]"
28692,28692.png,21,"[2, 1]",2,119,57,"[41, 11, 77, 48]"
28693,28693.png,4,[4],1,63,31,"[23, 4, 38, 24]"
28694,28694.png,125,"[1, 2, 5]",3,111,49,"[36, 4, 91, 46]"
28695,28695.png,551,"[5, 5, 1]",3,97,41,"[31, 1, 67, 36]"
28696,28696.png,33,"[3, 3]",2,47,22,"[17, 5, 29, 18]"
28697,28697.png,44,"[4, 4]",2,58,26,"[20, 1, 37, 22]"
28698,28698.png,95,"[9, 5]",2,188,82,"[61, 11, 128, 69]"
28699,28699.png,25,"[2, 5]",2,198,91,"[69, 10, 132, 80]"
28700,28700.png,8,[8],1,70,35,"[27, 3, 38, 29]"
28701,28701.png,64,"[6, 4]",2,64,25,"[25, 4, 40, 19]"
28702,28702.png,87,"[8, 7]",2,143,57,"[49, 13, 95, 46]"
28703,28703.png,18,"[1, 8]",2,140,68,"[46, 6, 94, 61]"
28704,28704.png,135,"[1, 3, 5]",3,160,75,"[65, 30, 95, 55]"
28705,28705.png,617,"[6, 1, 7]",3,106,71,"[60, 19, 104, 53]"
28706,28706.png,1459,"[1, 4, 5, 9]",4,101,40,"[28, 3, 73, 34]"
28707,28707.png,545,"[5, 4, 5]",3,214,110,"[91, 13, 124, 49]"
28708,28708.png,28,"[2, 8]",2,175,73,"[47, 4, 126, 67]"
28709,28709.png,10,"[1, 0]",2,99,37,"[43, 3, 65, 32]"
28710,28710.png,1,[1],1,79,35,"[29, 2, 45, 31]"
28711,28711.png,234,"[2, 3, 4]",3,193,100,"[99, 23, 178, 81]"
28712,28712.png,17,"[1, 7]",2,86,48,"[37, 6, 50, 40]"
28713,28713.png,27,"[2, 7]",2,75,36,"[28, 4, 49, 31]"
28714,28714.png,2740,"[2, 7, 4, 0]",4,126,32,"[21, 1, 104, 28]"
28715,28715.png,2,[2],1,75,35,"[32, 4, 46, 28]"
28716,28716.png,8,[8],1,55,26,"[25, 5, 31, 19]"
28717,28717.png,21,"[2, 1]",2,96,46,"[32, 5, 63, 40]"
28718,28718.png,235,"[2, 3, 5]",3,97,35,"[26, 3, 69, 29]"
28719,28719.png,25,"[2, 5]",2,108,56,"[40, 6, 68, 49]"
28720,28720.png,659,"[6, 5, 9]",3,167,64,"[49, 13, 110, 50]"
28721,28721.png,174,"[1, 7, 4]",3,123,45,"[33, 6, 92, 38]"
28722,28722.png,29,"[2, 9]",2,93,40,"[32, 6, 61, 32]"
28723,28723.png,70,"[7, 0]",2,109,45,"[35, 13, 67, 36]"
28724,28724.png,31,"[3, 1]",2,67,32,"[24, 2, 41, 28]"
28725,28725.png,0,[0],1,201,70,"[83, 6, 112, 54]"
28726,28726.png,22,"[2, 2]",2,218,104,"[86, 26, 128, 74]"
28727,28727.png,113,"[1, 1, 3]",3,59,26,"[22, 2, 37, 21]"
28728,28728.png,746,"[7, 4, 6]",3,51,19,"[15, 1, 38, 18]"
28729,28729.png,22,"[2, 2]",2,139,68,"[45, 11, 93, 55]"
28730,28730.png,12,"[1, 2]",2,107,55,"[40, 2, 68, 53]"
28731,28731.png,12,"[1, 2]",2,159,105,"[79, 12, 136, 90]"
28732,28732.png,63,"[6, 3]",2,321,143,"[104, 8, 224, 128]"
28733,28733.png,77,"[7, 7]",2,72,32,"[23, 1, 50, 29]"
28734,28734.png,9,[9],1,52,25,"[20, 1, 33, 23]"
28735,28735.png,97,"[9, 7]",2,108,42,"[40, 12, 66, 30]"
28736,28736.png,57,"[5, 7]",2,65,28,"[26, 4, 43, 26]"
28737,28737.png,18,"[1, 8]",2,46,19,"[16, 1, 32, 17]"
28738,28738.png,8,[8],1,63,32,"[25, 6, 41, 32]"
28739,28739.png,22,"[2, 2]",2,79,38,"[26, 2, 53, 32]"
28740,28740.png,101,"[1, 0, 1]",3,200,89,"[68, 17, 130, 73]"
28741,28741.png,357,"[3, 5, 7]",3,445,168,"[187, 34, 320, 124]"
28742,28742.png,5,[5],1,55,27,"[22, 4, 33, 23]"
28743,28743.png,40,"[4, 0]",2,246,111,"[77, 12, 165, 97]"
28744,28744.png,371,"[3, 7, 1]",3,143,57,"[54, 14, 87, 35]"
28745,28745.png,1,[1],1,47,19,"[19, 1, 28, 17]"
28746,28746.png,8,[8],1,218,96,"[94, 20, 121, 89]"
28747,28747.png,850,"[8, 5, 0]",3,245,86,"[130, 32, 176, 68]"
28748,28748.png,8,[8],1,41,14,"[17, 1, 25, 13]"
28749,28749.png,2563,"[2, 5, 6, 3]",4,133,50,"[45, 9, 88, 46]"
28750,28750.png,21,"[2, 1]",2,84,39,"[34, 8, 51, 30]"
28751,28751.png,561,"[5, 6, 1]",3,162,64,"[61, 18, 101, 49]"
28752,28752.png,275,"[2, 7, 5]",3,53,25,"[16, 4, 35, 22]"
28753,28753.png,22,"[2, 2]",2,93,42,"[38, 7, 58, 30]"
28754,28754.png,3,[3],1,137,47,"[53, 3, 85, 40]"
28755,28755.png,2,[2],1,167,80,"[66, 33, 88, 63]"
28756,28756.png,30,"[3, 0]",2,99,62,"[11, 10, 57, 50]"
28757,28757.png,1,[1],1,80,35,"[25, 2, 36, 30]"
28758,28758.png,17,"[1, 7]",2,94,40,"[29, 4, 65, 37]"
28759,28759.png,9,[9],1,117,56,"[46, 8, 68, 45]"
28760,28760.png,22,"[2, 2]",2,47,42,"[32, 9, 45, 37]"
28761,28761.png,108,"[1, 0, 8]",3,167,63,"[47, 6, 123, 58]"
28762,28762.png,31,"[3, 1]",2,190,81,"[50, 8, 130, 79]"
28763,28763.png,947,"[9, 4, 7]",3,196,77,"[69, 18, 118, 52]"
28764,28764.png,105,"[1, 0, 5]",3,92,38,"[32, 6, 58, 25]"
28765,28765.png,2,[2],1,141,56,"[79, 8, 98, 48]"
28766,28766.png,20,"[2, 0]",2,86,47,"[33, 6, 54, 42]"
28767,28767.png,256,"[2, 5, 6]",3,202,63,"[36, 7, 89, 54]"
28768,28768.png,41,"[4, 1]",2,55,27,"[21, 2, 34, 23]"
28769,28769.png,18,"[1, 8]",2,134,59,"[44, 7, 90, 49]"
28770,28770.png,4,[4],1,208,119,"[91, 14, 133, 90]"
28771,28771.png,21,"[2, 1]",2,166,77,"[51, 13, 89, 63]"
28772,28772.png,44,"[4, 4]",2,86,39,"[31, 5, 51, 31]"
28773,28773.png,126,"[1, 2, 6]",3,152,51,"[48, 14, 74, 35]"
28774,28774.png,9,[9],1,122,56,"[45, 8, 74, 49]"
28775,28775.png,67,"[6, 7]",2,66,28,"[25, 2, 44, 23]"
28776,28776.png,17,"[1, 7]",2,354,155,"[122, 23, 223, 138]"
28777,28777.png,27,"[2, 7]",2,93,40,"[28, 4, 60, 31]"
28778,28778.png,75,"[7, 5]",2,134,56,"[40, 6, 92, 49]"
28779,28779.png,13,"[1, 3]",2,106,49,"[38, 6, 69, 46]"
28780,28780.png,46,"[4, 6]",2,128,51,"[50, 7, 82, 48]"
28781,28781.png,289,"[2, 8, 9]",3,166,65,"[61, 16, 105, 46]"
28782,28782.png,53,"[5, 3]",2,83,40,"[31, 5, 54, 34]"
28783,28783.png,380,"[3, 8, 0]",3,140,62,"[52, 12, 90, 50]"
28784,28784.png,369,"[3, 6, 9]",3,210,85,"[71, 21, 143, 67]"
28785,28785.png,2,[2],1,81,38,"[35, 6, 44, 30]"
28786,28786.png,20,"[2, 0]",2,171,81,"[64, 16, 108, 64]"
28787,28787.png,39,"[3, 9]",2,95,41,"[31, 8, 59, 35]"
28788,28788.png,42,"[4, 2]",2,48,27,"[17, 4, 29, 23]"
28789,28789.png,58,"[5, 8]",2,53,25,"[18, 2, 34, 21]"
28790,28790.png,22,"[2, 2]",2,265,123,"[110, 25, 155, 84]"
28791,28791.png,31,"[3, 1]",2,103,45,"[36, 5, 70, 40]"
28792,28792.png,81,"[8, 1]",2,93,49,"[39, 5, 59, 41]"
28793,28793.png,760,"[7, 6, 0]",3,361,180,"[251, 34, 324, 87]"
28794,28794.png,66,"[6, 6]",2,109,76,"[77, 23, 103, 50]"
28795,28795.png,276,"[2, 7, 6]",3,258,126,"[118, 17, 163, 61]"
28796,28796.png,1730,"[1, 7, 3, 0]",4,70,21,"[18, 1, 48, 22]"
28797,28797.png,27,"[2, 7]",2,116,53,"[40, 6, 77, 46]"
28798,28798.png,15,"[1, 5]",2,129,108,"[-1, 10, 59, 93]"
28799,28799.png,22,"[2, 2]",2,71,28,"[23, 4, 47, 24]"
28800,28800.png,931,"[9, 3, 1]",3,223,97,"[99, 25, 144, 78]"
28801,28801.png,15,"[1, 5]",2,132,56,"[52, 17, 80, 44]"
28802,28802.png,4,[4],1,69,48,"[14, 5, 33, 39]"
28803,28803.png,255,"[2, 5, 5]",3,288,85,"[85, 20, 136, 66]"
28804,28804.png,2083,"[2, 0, 8, 3]",4,146,41,"[28, 1, 116, 40]"
28805,28805.png,202,"[2, 0, 2]",3,158,68,"[58, 20, 98, 45]"
28806,28806.png,30,"[3, 0]",2,160,63,"[66, 13, 96, 44]"
28807,28807.png,72,"[7, 2]",2,365,140,"[126, 45, 164, 95]"
28808,28808.png,30,"[3, 0]",2,119,51,"[41, 10, 80, 39]"
28809,28809.png,9,[9],1,211,123,"[94, 16, 121, 103]"
28810,28810.png,104,"[1, 0, 4]",3,90,35,"[29, 8, 60, 27]"
28811,28811.png,1,[1],1,133,69,"[58, 13, 77, 56]"
28812,28812.png,1480,"[1, 4, 8, 0]",4,171,72,"[69, 21, 112, 51]"
28813,28813.png,38,"[3, 8]",2,61,25,"[20, 1, 39, 21]"
28814,28814.png,4,[4],1,149,69,"[73, 9, 98, 58]"
28815,28815.png,150,"[1, 5, 0]",3,43,14,"[10, 1, 33, 14]"
28816,28816.png,54,"[5, 4]",2,73,36,"[26, 5, 47, 29]"
28817,28817.png,191,"[1, 9, 1]",3,82,37,"[27, 4, 57, 31]"
28818,28818.png,21,"[2, 1]",2,89,67,"[-1, 18, 26, 55]"
28819,28819.png,857,"[8, 5, 7]",3,379,240,"[175, 103, 253, 171]"
28820,28820.png,51,"[5, 1]",2,157,77,"[59, 6, 96, 67]"
28821,28821.png,247,"[2, 4, 7]",3,247,103,"[75, 16, 165, 90]"
28822,28822.png,48,"[4, 8]",2,106,54,"[39, 9, 67, 46]"
28823,28823.png,6,[6],1,151,76,"[64, 8, 94, 66]"
28824,28824.png,2,[2],1,37,18,"[13, 2, 22, 15]"
28825,28825.png,14,"[1, 4]",2,69,34,"[23, 3, 48, 31]"
28826,28826.png,24,"[2, 4]",2,36,14,"[12, 1, 23, 13]"
28827,28827.png,269,"[2, 6, 9]",3,83,34,"[23, 2, 61, 28]"
28828,28828.png,2,[2],1,84,42,"[33, 4, 51, 32]"
28829,28829.png,97,"[9, 7]",2,110,49,"[35, 6, 73, 43]"
28830,28830.png,121,"[1, 2, 1]",3,91,40,"[31, 7, 58, 37]"
28831,28831.png,161,"[1, 6, 1]",3,183,77,"[77, 14, 121, 62]"
28832,28832.png,21,"[2, 1]",2,82,45,"[30, 1, 51, 43]"
28833,28833.png,3,[3],1,97,45,"[54, 14, 62, 39]"
28834,28834.png,2,[2],1,55,28,"[17, 2, 35, 27]"
28835,28835.png,186,"[1, 8, 6]",3,236,111,"[96, 40, 149, 82]"
28836,28836.png,79,"[7, 9]",2,74,35,"[26, 4, 47, 28]"
28837,28837.png,9,[9],1,122,67,"[48, 7, 72, 58]"
28838,28838.png,17,"[1, 7]",2,95,48,"[36, 9, 58, 40]"
28839,28839.png,2294,"[2, 2, 9, 4]",4,73,23,"[15, 2, 56, 20]"
28840,28840.png,66,"[6, 6]",2,66,31,"[23, 7, 42, 23]"
28841,28841.png,4227,"[4, 2, 2, 7]",4,60,19,"[18, 2, 43, 16]"
28842,28842.png,60,"[6, 0]",2,192,96,"[65, 6, 124, 81]"
28843,28843.png,72,"[7, 2]",2,64,32,"[22, 3, 42, 28]"
28844,28844.png,48,"[4, 8]",2,53,21,"[18, 3, 37, 17]"
28845,28845.png,23,"[2, 3]",2,78,43,"[30, 6, 48, 33]"
28846,28846.png,602,"[6, 0, 2]",3,298,114,"[148, 28, 192, 68]"
28847,28847.png,25,"[2, 5]",2,113,53,"[39, 11, 69, 38]"
28848,28848.png,15,"[1, 5]",2,205,97,"[86, 21, 120, 77]"
28849,28849.png,49,"[4, 9]",2,82,38,"[26, 6, 57, 30]"
28850,28850.png,31,"[3, 1]",2,299,245,"[-1, 34, 138, 218]"
28851,28851.png,71,"[7, 1]",2,58,25,"[21, 3, 38, 20]"
28852,28852.png,49,"[4, 9]",2,39,17,"[13, 2, 27, 16]"
28853,28853.png,131,"[1, 3, 1]",3,149,55,"[34, 1, 115, 54]"
28854,28854.png,214,"[2, 1, 4]",3,86,33,"[27, 5, 60, 28]"
28855,28855.png,39,"[3, 9]",2,55,25,"[19, 1, 36, 21]"
28856,28856.png,75,"[7, 5]",2,106,53,"[42, 13, 65, 38]"
28857,28857.png,5,[5],1,196,89,"[87, 17, 111, 73]"
28858,28858.png,4,[4],1,84,41,"[33, 5, 49, 36]"
28859,28859.png,394,"[3, 9, 4]",3,184,75,"[66, 15, 125, 61]"
28860,28860.png,18,"[1, 8]",2,132,63,"[44, 6, 91, 57]"
28861,28861.png,78,"[7, 8]",2,66,25,"[26, 2, 41, 19]"
28862,28862.png,35,"[3, 5]",2,167,73,"[56, 3, 112, 66]"
28863,28863.png,13,"[1, 3]",2,107,49,"[40, 8, 67, 42]"
28864,28864.png,51,"[5, 1]",2,300,143,"[106, 23, 199, 121]"
28865,28865.png,8,[8],1,134,69,"[58, 14, 79, 58]"
28866,28866.png,511,"[5, 1, 1]",3,53,25,"[17, 1, 35, 23]"
28867,28867.png,82,"[8, 2]",2,231,123,"[85, 18, 182, 101]"
